id_devolucion,id_trans_origen,art_id,id_tienda,fec_devolucion,qty_devuelta,motivo_cod,canal_devolucion,estado_devolucion,vr_reembolso
48682,68877,4844,9,2026-07-05,2,Talla incorrecta,Tienda fisica,En proceso,20900.0
48683,720143,748,116,2026-01-10,2,No cumple expectativas,Tienda fisica,En proceso,5300.0
48684,213603,2659,97,2026-04-03,2,No cumple expectativas,Tienda fisica,Aprobada,165900.0
48685,416040,4348,69,2026-04-14,2,No cumple expectativas,Tienda fisica,Aprobada,130000.0
48686,897434,2243,42,2026-03-17,1,No cumple expectativas,Tienda fisica,En proceso,56600.0
48687,676429,309,37,2026-02-27,1,Error en pedido,Tienda fisica,Aprobada,48900.0
48688,261735,3633,79,2026-03-28,2,No cumple expectativas,Ecommerce,Rechazada,51100.0
48689,892726,1758,137,2026-02-04,1,No cumple expectativas,Tienda fisica,Aprobada,101700.0
48690,362569,1431,67,2025-10-05,2,Producto defectuoso,Tienda fisica,Aprobada,230900.0
48691,695606,2721,29,2025-10-04,1,Error en pedido,Tienda fisica,Aprobada,121800.0
48692,848797,1673,45,2025-11-23,2,Talla incorrecta,Ecommerce,Rechazada,148800.0
48693,441779,702,137,2025-12-10,2,Producto defectuoso,Tienda fisica,Aprobada,182500.0
48694,326022,1199,79,2025-12-25,2,Talla incorrecta,Tienda fisica,Aprobada,52700.0
48695,690115,3676,60,2025-09-27,1,Error en pedido,Ecommerce,Aprobada,78800.0
48696,776650,3908,77,2026-07-13,2,No cumple expectativas,Marketplace,Aprobada,201900.0
48697,898084,3486,51,2025-09-22,2,No cumple expectativas,Ecommerce,Rechazada,120700.0
48698,408319,2443,118,2025-12-13,2,No cumple expectativas,Tienda fisica,Aprobada,135900.0
48699,123001,1588,89,2026-07-11,2,Producto vencido,Tienda fisica,En proceso,203800.0
48700,929792,2010,140,2026-04-01,2,Producto defectuoso,Tienda fisica,Aprobada,38400.0
48701,285369,2544,24,2025-12-05,2,No cumple expectativas,Ecommerce,Aprobada,18700.0
48702,684827,520,124,2026-08-27,2,No cumple expectativas,Ecommerce,Aprobada,42900.0
48703,866168,3038,51,2026-03-26,2,Talla incorrecta,Tienda fisica,Rechazada,59000.0
48704,835765,262,66,2026-01-05,1,Producto defectuoso,Ecommerce,Aprobada,59100.0
48705,541144,1581,142,2026-05-08,2,Talla incorrecta,Tienda fisica,Rechazada,125900.0
48706,157276,489,143,2026-09-01,1,Talla incorrecta,Tienda fisica,Aprobada,213800.0
48707,50483,4651,106,2025-09-30,2,No cumple expectativas,Marketplace,Aprobada,89900.0
48708,581509,4691,81,2026-05-09,2,Talla incorrecta,Tienda fisica,Aprobada,57900.0
48709,160708,1627,39,2026-01-31,2,No cumple expectativas,Tienda fisica,Aprobada,13700.0
48710,556317,3123,147,2025-11-17,1,No cumple expectativas,Tienda fisica,Aprobada,80400.0
48711,502646,1582,53,2026-07-28,2,No cumple expectativas,Tienda fisica,Aprobada,41100.0
48712,130400,1984,33,2026-05-23,2,Error en pedido,Tienda fisica,Aprobada,107600.0
48713,207656,625,93,2025-10-31,2,Talla incorrecta,Tienda fisica,Aprobada,116400.0
48714,152328,3418,3,2026-02-28,2,Error en pedido,Marketplace,Rechazada,123600.0
48715,260518,4567,98,2025-09-24,2,Talla incorrecta,Ecommerce,Aprobada,3700.0
48716,847921,262,131,2026-03-29,2,Producto vencido,Ecommerce,Aprobada,55700.0
48717,683808,2585,20,2026-04-06,1,No cumple expectativas,Tienda fisica,En proceso,37700.0
48718,917761,1724,101,2026-05-21,1,Talla incorrecta,Ecommerce,Aprobada,82600.0
48719,154032,3816,72,2026-06-16,2,Talla incorrecta,Marketplace,Aprobada,106500.0
48720,473114,33,117,2026-08-05,2,Producto defectuoso,Tienda fisica,Aprobada,221400.0
48721,902697,1464,105,2026-01-13,2,No cumple expectativas,Tienda fisica,Aprobada,219600.0
48722,586309,4535,124,2026-08-11,2,No cumple expectativas,Tienda fisica,En proceso,70100.0
48723,464159,4706,150,2026-05-24,1,Talla incorrecta,Tienda fisica,Aprobada,168100.0
48724,470637,2559,22,2025-12-17,2,Producto defectuoso,Tienda fisica,Aprobada,174100.0
48725,846695,2767,65,2026-05-23,2,Error en pedido,Ecommerce,Aprobada,113600.0
48726,978159,4950,34,2026-04-22,1,Error en pedido,Tienda fisica,Aprobada,67500.0
48727,529043,3798,105,2025-10-17,2,No cumple expectativas,Tienda fisica,Aprobada,85300.0
48728,342031,4675,14,2026-04-11,2,Producto vencido,Tienda fisica,En proceso,2100.0
48729,513460,1623,21,2026-09-07,1,Producto vencido,Tienda fisica,Aprobada,167200.0
48730,780316,905,80,2026-04-01,1,Talla incorrecta,Tienda fisica,Aprobada,239700.0
48731,875036,2235,103,2026-01-02,2,Talla incorrecta,Ecommerce,Aprobada,116600.0
48732,924530,4143,126,2025-10-11,1,Talla incorrecta,Ecommerce,En proceso,14900.0
48733,266077,1580,27,2026-02-16,1,Producto defectuoso,Ecommerce,En proceso,10600.0
48734,738942,1924,38,2026-01-29,2,Talla incorrecta,Marketplace,Rechazada,196100.0
48735,189055,1384,70,2026-06-18,1,Producto defectuoso,Ecommerce,Aprobada,186500.0
48736,838246,815,103,2025-10-24,2,Talla incorrecta,Ecommerce,Aprobada,90200.0
48737,470625,242,87,2025-11-17,1,Error en pedido,Ecommerce,Aprobada,67800.0
48738,850783,596,34,2025-10-06,2,Talla incorrecta,Tienda fisica,En proceso,56400.0
48739,525138,1556,19,2026-09-09,2,No cumple expectativas,Tienda fisica,Rechazada,177800.0
48740,83707,3684,62,2026-02-20,2,Error en pedido,Ecommerce,Rechazada,9500.0
48741,956864,4386,146,2026-04-15,2,Producto defectuoso,Ecommerce,Aprobada,41400.0
48742,378976,66,111,2026-07-11,1,Error en pedido,Ecommerce,Aprobada,192400.0
48743,523123,2260,43,2026-04-19,2,No cumple expectativas,Ecommerce,Aprobada,186600.0
48744,714333,2019,136,2026-05-14,2,Error en pedido,Ecommerce,Rechazada,4300.0
48745,82269,2587,42,2026-08-19,2,Error en pedido,Tienda fisica,Aprobada,152200.0
48746,150570,3649,123,2025-11-01,1,No cumple expectativas,Tienda fisica,Rechazada,37400.0
48747,124347,907,26,2026-08-22,2,Error en pedido,Tienda fisica,Rechazada,162500.0
48748,468154,1708,127,2025-11-12,1,Producto vencido,Tienda fisica,Aprobada,44800.0
48749,763179,2796,22,2025-12-14,2,Producto vencido,Tienda fisica,Aprobada,149900.0
48750,286633,2647,33,2025-12-01,1,No cumple expectativas,Tienda fisica,En proceso,13300.0
48751,402907,4483,134,2026-03-07,1,Talla incorrecta,Ecommerce,Aprobada,142000.0
48752,858468,483,142,2026-03-15,2,Producto defectuoso,Tienda fisica,Aprobada,204000.0
48753,696270,560,93,2026-06-24,2,Producto vencido,Ecommerce,Aprobada,75800.0
48754,773810,1740,111,2026-02-02,1,No cumple expectativas,Tienda fisica,Aprobada,179800.0
48755,622551,257,54,2026-08-21,1,No cumple expectativas,Ecommerce,Aprobada,140300.0
48756,267709,2759,1,2026-01-18,1,Talla incorrecta,Tienda fisica,Aprobada,172200.0
48757,565509,3987,58,2026-03-14,2,Talla incorrecta,Ecommerce,Rechazada,27000.0
48758,133125,967,92,2026-07-06,1,No cumple expectativas,Tienda fisica,Aprobada,179600.0
48759,184411,1857,111,2026-05-04,1,Producto defectuoso,Tienda fisica,Aprobada,143400.0
48760,381771,4971,65,2026-08-08,1,Producto defectuoso,Ecommerce,Rechazada,19500.0
48761,794446,4501,95,2026-07-07,2,No cumple expectativas,Tienda fisica,Aprobada,195000.0
48762,424214,1936,78,2026-05-29,1,Producto defectuoso,Tienda fisica,Rechazada,62100.0
48763,224880,2098,131,2026-06-19,2,No cumple expectativas,Tienda fisica,Aprobada,191900.0
48764,220703,3440,116,2026-06-19,1,Producto defectuoso,Tienda fisica,En proceso,204800.0
48765,931127,2234,51,2026-07-22,2,Error en pedido,Marketplace,En proceso,18900.0
48766,470777,4488,42,2025-11-03,2,No cumple expectativas,Marketplace,Aprobada,151500.0
48767,146196,4982,51,2025-11-19,2,No cumple expectativas,Ecommerce,Aprobada,107300.0
48768,889834,2904,53,2026-07-14,1,Talla incorrecta,Ecommerce,Aprobada,48600.0
48769,738766,1649,43,2025-12-04,1,Producto vencido,Ecommerce,Aprobada,192500.0
48770,903566,241,89,2026-01-18,1,No cumple expectativas,Tienda fisica,En proceso,18500.0
48771,227844,3152,136,2025-11-05,1,Talla incorrecta,Tienda fisica,En proceso,128600.0
48772,447400,2958,15,2025-11-19,2,No cumple expectativas,Marketplace,Aprobada,135600.0
48773,858645,3726,9,2026-03-02,2,Talla incorrecta,Marketplace,Aprobada,6100.0
48774,591900,2356,54,2025-12-17,2,No cumple expectativas,Tienda fisica,Aprobada,203200.0
48775,82941,385,117,2026-07-11,2,Error en pedido,Tienda fisica,En proceso,55600.0
48776,969529,3677,67,2025-11-10,2,Talla incorrecta,Ecommerce,Aprobada,103200.0
48777,643636,2321,116,2026-07-01,2,No cumple expectativas,Tienda fisica,Aprobada,3700.0
48778,529298,2162,68,2025-10-21,1,Talla incorrecta,Marketplace,Aprobada,168100.0
48779,620947,4281,58,2026-01-14,1,Talla incorrecta,Ecommerce,Aprobada,174700.0
48780,474309,4272,149,2026-05-30,2,Producto defectuoso,Tienda fisica,Aprobada,8300.0
48781,36337,286,82,2026-03-24,2,Producto defectuoso,Ecommerce,Aprobada,217500.0
48782,381646,3302,15,2025-12-07,1,Producto vencido,Ecommerce,Aprobada,41700.0
48783,919595,4014,81,2025-09-19,1,Talla incorrecta,Tienda fisica,Aprobada,42800.0
48784,724086,374,109,2025-11-14,2,Error en pedido,Tienda fisica,Rechazada,21100.0
48785,327677,1020,129,2025-12-19,1,Producto vencido,Tienda fisica,Aprobada,133300.0
48786,41459,618,104,2025-11-19,1,Error en pedido,Ecommerce,Aprobada,130900.0
48787,115536,530,2,2026-07-05,2,Producto defectuoso,Tienda fisica,En proceso,71600.0
48788,264278,193,147,2026-01-19,2,Producto defectuoso,Tienda fisica,En proceso,11700.0
48789,347754,2781,65,2026-03-21,1,No cumple expectativas,Tienda fisica,Rechazada,84600.0
48790,660635,1582,119,2026-03-12,1,Error en pedido,Ecommerce,Aprobada,40100.0
48791,311172,4709,122,2026-07-04,2,Producto defectuoso,Ecommerce,En proceso,84700.0
48792,370246,2994,20,2025-11-25,1,No cumple expectativas,Tienda fisica,Aprobada,48600.0
48793,483715,3148,142,2026-08-16,2,No cumple expectativas,Tienda fisica,Aprobada,125100.0
48794,934931,1124,38,2026-08-14,2,Producto vencido,Tienda fisica,Aprobada,78000.0
48795,7999,1567,118,2026-03-26,2,Producto vencido,Tienda fisica,En proceso,129100.0
48796,785977,2614,51,2026-05-07,1,Talla incorrecta,Tienda fisica,Aprobada,141000.0
48797,436071,3818,17,2025-11-28,1,Producto defectuoso,Tienda fisica,En proceso,198900.0
48798,300817,3450,88,2025-12-09,2,Producto defectuoso,Ecommerce,Aprobada,93100.0
48799,443105,3625,25,2026-06-10,2,Producto defectuoso,Tienda fisica,Aprobada,134300.0
48800,717182,3317,112,2025-09-28,2,Error en pedido,Tienda fisica,Aprobada,90700.0
48801,44520,4500,142,2026-08-25,1,Talla incorrecta,Tienda fisica,En proceso,243000.0
48802,799804,2418,92,2026-04-23,2,Talla incorrecta,Ecommerce,Aprobada,6200.0
48803,405416,2208,138,2026-02-04,1,Error en pedido,Ecommerce,En proceso,194600.0
48804,887181,1341,21,2025-11-20,1,Talla incorrecta,Tienda fisica,Aprobada,74000.0
48805,289117,4824,80,2026-04-19,2,Producto defectuoso,Ecommerce,En proceso,141800.0
48806,151685,2806,27,2026-05-14,1,Producto vencido,Tienda fisica,Aprobada,163100.0
48807,553743,4990,126,2025-11-17,1,No cumple expectativas,Marketplace,En proceso,89700.0
48808,876214,2396,90,2026-01-31,2,Producto defectuoso,Tienda fisica,Aprobada,59400.0
48809,289822,377,87,2026-08-01,1,Talla incorrecta,Ecommerce,Aprobada,61700.0
48810,130112,1553,82,2026-09-08,1,Producto defectuoso,Tienda fisica,Aprobada,28300.0
48811,80311,4151,50,2026-04-18,1,No cumple expectativas,Marketplace,Aprobada,13600.0
48812,934375,1257,60,2026-01-17,2,Talla incorrecta,Ecommerce,Rechazada,226100.0
48813,903475,4677,96,2026-05-06,1,Talla incorrecta,Tienda fisica,Aprobada,149100.0
48814,510920,1573,149,2026-08-09,2,No cumple expectativas,Marketplace,Aprobada,174100.0
48815,871050,577,38,2026-07-28,1,No cumple expectativas,Ecommerce,Aprobada,103600.0
48816,603934,2877,110,2026-05-19,1,Error en pedido,Tienda fisica,En proceso,52500.0
48817,238321,4872,90,2026-03-12,1,Talla incorrecta,Tienda fisica,Aprobada,37000.0
48818,855317,395,26,2026-03-20,1,Producto defectuoso,Tienda fisica,Aprobada,119200.0
48819,108827,4296,93,2026-04-18,2,Error en pedido,Tienda fisica,Rechazada,26300.0
48820,10416,4381,104,2026-05-12,1,Producto defectuoso,Tienda fisica,Aprobada,170700.0
48821,390536,4362,148,2026-05-09,2,Talla incorrecta,Tienda fisica,En proceso,203000.0
48822,471474,467,115,2026-07-12,1,Producto defectuoso,Tienda fisica,Aprobada,105900.0
48823,146567,1621,42,2026-09-03,1,Producto defectuoso,Tienda fisica,Aprobada,124100.0
48824,194287,4658,13,2026-05-08,2,No cumple expectativas,Ecommerce,En proceso,205900.0
48825,721311,4104,86,2026-08-18,2,Error en pedido,Tienda fisica,En proceso,138800.0
48826,399923,2943,145,2026-09-04,1,Error en pedido,Tienda fisica,En proceso,238700.0
48827,306872,1110,31,2026-05-02,1,Error en pedido,Tienda fisica,Aprobada,90200.0
48828,969674,1740,89,2026-05-05,1,Error en pedido,Marketplace,En proceso,169200.0
48829,170205,1965,54,2026-08-31,1,Producto defectuoso,Tienda fisica,Aprobada,166500.0
48830,51143,2729,23,2025-10-06,1,Talla incorrecta,Ecommerce,Rechazada,152500.0
48831,673710,320,1,2026-06-07,1,Producto defectuoso,Tienda fisica,Rechazada,23300.0
48832,302940,182,99,2025-12-15,1,No cumple expectativas,Tienda fisica,En proceso,15400.0
48833,262913,3969,63,2025-11-02,2,No cumple expectativas,Tienda fisica,En proceso,6200.0
48834,507504,2432,25,2025-09-15,1,Producto defectuoso,Ecommerce,Aprobada,115400.0
48835,421196,648,61,2026-04-21,2,No cumple expectativas,Tienda fisica,Aprobada,91400.0
48836,355181,4772,78,2025-11-01,1,Talla incorrecta,Tienda fisica,Aprobada,162100.0
48837,154668,548,21,2026-08-27,1,No cumple expectativas,Tienda fisica,En proceso,74900.0
48838,119488,4128,122,2026-05-24,1,Talla incorrecta,Ecommerce,Aprobada,165300.0
48839,92478,4034,140,2026-05-18,2,No cumple expectativas,Ecommerce,Aprobada,1900.0
48840,509525,3158,146,2026-01-10,1,Error en pedido,Tienda fisica,Rechazada,103500.0
48841,245595,3719,97,2025-11-19,2,Producto defectuoso,Tienda fisica,Aprobada,127400.0
48842,418333,1939,19,2026-01-29,2,Talla incorrecta,Tienda fisica,Aprobada,22300.0
48843,177067,3378,138,2025-11-04,1,No cumple expectativas,Tienda fisica,Rechazada,138600.0
48844,252862,3250,89,2026-05-29,1,Producto defectuoso,Ecommerce,En proceso,21800.0
48845,255001,788,53,2026-06-13,1,No cumple expectativas,Tienda fisica,Rechazada,239400.0
48846,870668,1671,149,2026-01-09,1,Error en pedido,Ecommerce,En proceso,162600.0
48847,74070,1428,117,2026-04-06,1,Producto vencido,Ecommerce,Aprobada,75000.0
48848,600512,1456,126,2025-12-07,2,No cumple expectativas,Tienda fisica,Aprobada,65500.0
48849,354957,1183,66,2025-09-26,1,Talla incorrecta,Tienda fisica,Aprobada,88600.0
48850,220904,1241,14,2025-10-23,2,No cumple expectativas,Ecommerce,En proceso,61600.0
48851,476978,3960,90,2026-07-08,2,No cumple expectativas,Tienda fisica,Aprobada,114400.0
48852,82502,927,14,2026-03-28,1,No cumple expectativas,Tienda fisica,Aprobada,200700.0
48853,391426,3281,29,2026-06-25,2,Error en pedido,Ecommerce,Aprobada,21100.0
48854,194183,3184,50,2026-04-19,2,Talla incorrecta,Tienda fisica,Aprobada,76800.0
48855,455930,2174,141,2026-08-29,2,Producto defectuoso,Ecommerce,Aprobada,234100.0
48856,752124,2267,6,2025-10-07,2,Error en pedido,Tienda fisica,En proceso,73900.0
48857,846242,661,96,2025-11-02,2,No cumple expectativas,Tienda fisica,Aprobada,34700.0
48858,224482,2141,17,2026-04-13,1,Producto vencido,Ecommerce,En proceso,22900.0
48859,10791,1413,87,2026-01-06,2,No cumple expectativas,Ecommerce,Aprobada,186000.0
48860,890754,3002,2,2026-04-17,2,Talla incorrecta,Tienda fisica,Aprobada,167600.0
48861,934956,1727,64,2026-03-29,1,Talla incorrecta,Tienda fisica,En proceso,197300.0
48862,692890,2254,111,2025-10-27,1,Producto defectuoso,Tienda fisica,Aprobada,33300.0
48863,544126,842,4,2026-08-08,1,Producto defectuoso,Ecommerce,En proceso,178500.0
48864,404540,125,131,2025-09-25,2,Producto defectuoso,Tienda fisica,En proceso,121300.0
48865,451646,2686,68,2025-11-22,2,Talla incorrecta,Tienda fisica,Aprobada,158500.0
48866,516897,1699,66,2026-03-28,1,Talla incorrecta,Marketplace,En proceso,198300.0
48867,958324,702,19,2025-10-25,2,Error en pedido,Tienda fisica,Aprobada,154400.0
48868,315294,3853,107,2026-06-14,1,Talla incorrecta,Ecommerce,Aprobada,31300.0
48869,599223,2200,84,2026-08-28,1,No cumple expectativas,Marketplace,Aprobada,28400.0
48870,458464,1819,53,2025-12-27,2,Producto defectuoso,Ecommerce,En proceso,90800.0
48871,180509,2529,56,2026-01-19,2,Producto defectuoso,Tienda fisica,Aprobada,136200.0
48872,858896,2570,16,2026-08-04,2,Error en pedido,Tienda fisica,Aprobada,182300.0
48873,864255,4674,52,2026-04-08,1,Producto vencido,Tienda fisica,Aprobada,21000.0
48874,181381,229,90,2025-11-12,1,No cumple expectativas,Ecommerce,Aprobada,134700.0
48875,553508,3897,24,2025-11-09,2,Error en pedido,Marketplace,Rechazada,185600.0
48876,160311,1954,102,2026-08-16,2,Talla incorrecta,Tienda fisica,En proceso,213800.0
48877,821198,3306,19,2026-05-12,1,Producto vencido,Tienda fisica,Aprobada,62600.0
48878,430265,1395,141,2026-01-21,2,No cumple expectativas,Tienda fisica,Aprobada,124700.0
48879,70057,2792,126,2026-01-03,1,No cumple expectativas,Tienda fisica,Aprobada,156700.0
48880,878096,4445,28,2026-05-12,2,No cumple expectativas,Ecommerce,En proceso,98700.0
48881,761155,4244,90,2026-06-05,2,Talla incorrecta,Ecommerce,En proceso,169900.0
48882,299124,2844,16,2026-05-15,1,Producto defectuoso,Tienda fisica,En proceso,31200.0
48883,120162,2917,89,2026-03-27,1,Talla incorrecta,Tienda fisica,Aprobada,67400.0
48884,810106,2251,115,2026-02-10,1,No cumple expectativas,Ecommerce,En proceso,222600.0
48885,679282,2941,59,2026-05-31,1,No cumple expectativas,Tienda fisica,En proceso,32700.0
48886,242882,3055,142,2026-04-19,1,Error en pedido,Ecommerce,Aprobada,200300.0
48887,172645,4667,13,2025-11-30,1,Error en pedido,Ecommerce,Aprobada,222500.0
48888,105577,4347,140,2026-07-19,1,Talla incorrecta,Tienda fisica,Aprobada,63300.0
48889,925186,2967,20,2025-11-03,2,Talla incorrecta,Tienda fisica,Aprobada,111300.0
48890,892766,3607,41,2026-08-24,1,Producto defectuoso,Tienda fisica,Aprobada,157100.0
48891,513671,2478,56,2026-06-11,1,Error en pedido,Tienda fisica,Aprobada,6400.0
48892,630437,4918,149,2026-02-15,1,No cumple expectativas,Ecommerce,Aprobada,51000.0
48893,550689,1295,128,2026-02-08,2,Error en pedido,Tienda fisica,Aprobada,60500.0
48894,572630,4200,3,2026-05-29,2,Error en pedido,Ecommerce,Aprobada,34100.0
48895,750418,611,116,2026-07-07,1,Error en pedido,Tienda fisica,En proceso,16200.0
48896,714394,4187,92,2026-07-10,1,Producto defectuoso,Tienda fisica,En proceso,188400.0
48897,317023,2368,31,2025-12-07,1,No cumple expectativas,Tienda fisica,En proceso,48300.0
48898,832744,3884,140,2026-05-19,2,Producto defectuoso,Marketplace,Aprobada,125700.0
48899,639057,2982,78,2026-03-13,2,Producto vencido,Tienda fisica,Aprobada,88900.0
48900,850373,1928,9,2026-04-23,1,No cumple expectativas,Ecommerce,Aprobada,14400.0
48901,912239,4401,116,2026-04-03,1,Talla incorrecta,Tienda fisica,En proceso,47700.0
48902,232664,531,3,2026-03-20,2,No cumple expectativas,Tienda fisica,Aprobada,21900.0
48903,58016,823,84,2026-06-08,1,Error en pedido,Tienda fisica,Aprobada,134400.0
48904,804399,308,108,2026-08-25,2,Talla incorrecta,Tienda fisica,En proceso,46000.0
48905,596320,2625,88,2026-01-25,1,No cumple expectativas,Tienda fisica,En proceso,128300.0
48906,258384,769,44,2026-06-30,1,Producto vencido,Tienda fisica,Aprobada,114000.0
48907,974469,3588,114,2026-01-31,1,No cumple expectativas,Marketplace,Aprobada,210200.0
48908,810163,1479,86,2026-06-05,1,No cumple expectativas,Marketplace,Aprobada,27300.0
48909,416333,3543,122,2026-05-25,2,Error en pedido,Ecommerce,Aprobada,4700.0
48910,85781,3337,4,2026-04-25,1,Producto defectuoso,Tienda fisica,Aprobada,102000.0
48911,395398,3679,32,2025-12-22,1,Producto vencido,Ecommerce,En proceso,46200.0
48912,727763,2023,129,2025-11-07,1,Producto vencido,Tienda fisica,Aprobada,191200.0
48913,153542,1841,37,2026-02-20,2,No cumple expectativas,Tienda fisica,Rechazada,147700.0
48914,154938,1388,130,2026-08-12,1,Producto defectuoso,Tienda fisica,Rechazada,217700.0
48915,319284,2951,19,2026-04-10,1,No cumple expectativas,Ecommerce,Aprobada,107200.0
48916,837415,1891,126,2026-01-29,2,Producto defectuoso,Tienda fisica,Aprobada,72400.0
48917,990746,1699,107,2026-01-31,1,No cumple expectativas,Tienda fisica,En proceso,174200.0
48918,834394,3977,57,2026-01-22,1,Error en pedido,Tienda fisica,Aprobada,200700.0
48919,956780,1036,105,2026-02-01,2,Producto defectuoso,Ecommerce,En proceso,37600.0
48920,329766,1950,117,2026-01-12,2,Producto vencido,Ecommerce,Aprobada,95000.0
48921,339608,3409,48,2026-02-10,2,No cumple expectativas,Tienda fisica,Aprobada,31500.0
48922,629742,1955,13,2025-12-06,2,Talla incorrecta,Tienda fisica,Aprobada,63400.0
48923,588500,4002,132,2025-11-06,1,No cumple expectativas,Ecommerce,Aprobada,91700.0
48924,70222,2646,57,2026-01-25,1,Producto defectuoso,Ecommerce,Aprobada,75900.0
48925,72052,4883,61,2025-10-15,2,Error en pedido,Tienda fisica,Aprobada,150600.0
48926,720001,3352,78,2026-05-11,2,No cumple expectativas,Tienda fisica,Aprobada,31000.0
48927,855900,2742,112,2026-02-19,2,Talla incorrecta,Tienda fisica,Aprobada,6200.0
48928,502251,1923,4,2026-02-10,2,Producto defectuoso,Ecommerce,Rechazada,95700.0
48929,646703,3673,145,2026-05-04,1,No cumple expectativas,Tienda fisica,Aprobada,5400.0
48930,123255,3436,105,2026-08-17,1,Error en pedido,Marketplace,En proceso,62100.0
48931,211250,4663,133,2026-02-13,2,Producto defectuoso,Tienda fisica,Aprobada,127500.0
48932,8446,812,76,2026-07-25,2,Producto defectuoso,Tienda fisica,Aprobada,225500.0
48933,348077,1503,43,2026-07-11,1,Producto vencido,Tienda fisica,Aprobada,51000.0
48934,175464,1563,136,2026-03-02,1,No cumple expectativas,Ecommerce,Aprobada,79600.0
48935,301368,1452,49,2026-04-19,2,No cumple expectativas,Tienda fisica,Aprobada,60500.0
48936,534787,2935,71,2026-01-29,1,Producto vencido,Ecommerce,En proceso,90700.0
48937,404389,2396,80,2025-10-02,1,No cumple expectativas,Tienda fisica,Aprobada,73100.0
48938,588020,4734,130,2026-04-10,2,Error en pedido,Ecommerce,Aprobada,54100.0
48939,41220,841,87,2026-08-31,2,Talla incorrecta,Ecommerce,En proceso,143500.0
48940,231959,4126,23,2026-05-01,2,No cumple expectativas,Tienda fisica,Aprobada,2600.0
48941,368202,838,133,2026-04-14,1,Talla incorrecta,Tienda fisica,Aprobada,76000.0
48942,713025,645,148,2025-12-17,2,No cumple expectativas,Tienda fisica,Aprobada,135300.0
48943,942727,1407,24,2025-11-02,1,Producto vencido,Tienda fisica,Aprobada,161100.0
48944,227036,2605,64,2026-07-01,1,No cumple expectativas,Tienda fisica,Aprobada,25200.0
48945,504910,1132,26,2026-03-07,1,No cumple expectativas,Tienda fisica,Aprobada,145200.0
48946,944872,4580,61,2026-05-19,1,Producto defectuoso,Ecommerce,Aprobada,145100.0
48947,350101,3873,88,2025-10-26,2,No cumple expectativas,Tienda fisica,Aprobada,198900.0
48948,220878,4747,120,2026-08-18,2,Talla incorrecta,Tienda fisica,Rechazada,138700.0
48949,183301,387,68,2026-07-06,1,Talla incorrecta,Ecommerce,En proceso,121000.0
48950,582910,2309,54,2025-12-16,1,Producto defectuoso,Tienda fisica,Aprobada,83500.0
48951,41246,2471,49,2026-03-26,2,Error en pedido,Tienda fisica,En proceso,136400.0
48952,585709,32,93,2026-08-06,2,Error en pedido,Tienda fisica,Aprobada,148600.0
48953,951939,557,123,2026-09-04,1,No cumple expectativas,Tienda fisica,Aprobada,234400.0
48954,427950,4259,116,2026-06-05,2,No cumple expectativas,Ecommerce,Rechazada,65000.0
48955,30431,3950,43,2026-08-21,1,Producto defectuoso,Ecommerce,Aprobada,144400.0
48956,409405,3685,39,2025-12-25,2,Talla incorrecta,Marketplace,Aprobada,192400.0
48957,46318,435,114,2026-08-11,1,Error en pedido,Tienda fisica,En proceso,26900.0
48958,761406,3331,24,2026-02-09,2,Producto defectuoso,Ecommerce,Aprobada,23700.0
48959,517461,3665,132,2026-07-13,2,Talla incorrecta,Tienda fisica,Aprobada,125900.0
48960,684884,3861,112,2026-04-24,2,No cumple expectativas,Tienda fisica,Aprobada,174000.0
48961,369387,2798,122,2026-06-28,1,Producto defectuoso,Tienda fisica,En proceso,167600.0
48962,426740,151,135,2025-11-08,1,No cumple expectativas,Tienda fisica,Aprobada,142000.0
48963,562456,446,74,2026-07-29,1,Producto defectuoso,Marketplace,Aprobada,207500.0
48964,769406,4234,108,2026-03-26,2,No cumple expectativas,Tienda fisica,Aprobada,105900.0
48965,675803,791,28,2026-02-12,2,Producto defectuoso,Marketplace,Aprobada,131200.0
48966,313444,3120,118,2025-10-30,2,No cumple expectativas,Ecommerce,Aprobada,58100.0
48967,796311,2831,139,2025-10-02,1,No cumple expectativas,Ecommerce,En proceso,46300.0
48968,549420,2284,112,2026-06-25,1,Error en pedido,Tienda fisica,En proceso,157300.0
48969,155342,2386,39,2026-05-28,2,No cumple expectativas,Tienda fisica,En proceso,184200.0
48970,387090,4691,96,2026-03-02,1,Error en pedido,Tienda fisica,Rechazada,57900.0
48971,526601,885,114,2026-01-07,2,Error en pedido,Tienda fisica,Aprobada,8300.0
48972,768239,4604,91,2025-11-06,2,No cumple expectativas,Tienda fisica,Aprobada,40800.0
48973,838124,3046,144,2025-12-30,1,Talla incorrecta,Ecommerce,Aprobada,19800.0
48974,221443,3365,63,2026-04-07,2,Talla incorrecta,Tienda fisica,Aprobada,11900.0
48975,128767,94,128,2026-07-11,2,No cumple expectativas,Tienda fisica,Aprobada,106100.0
48976,893767,3715,8,2026-01-12,1,Talla incorrecta,Ecommerce,Aprobada,92900.0
48977,689642,968,26,2026-02-13,2,Producto defectuoso,Ecommerce,En proceso,56700.0
48978,727045,4104,148,2026-08-31,2,No cumple expectativas,Tienda fisica,Aprobada,155200.0
48979,269985,858,93,2025-09-30,1,No cumple expectativas,Tienda fisica,Aprobada,7500.0
48980,635554,653,75,2026-04-22,2,Producto vencido,Tienda fisica,En proceso,165600.0
